meal_description,carb,protein,fat,energy
"Post-exercise, I had a protein shake made with 30g of pea protein powder and 250ml of almond milk",3.75,24.25,3.75,143.75
"Breakfast was 1 cup (245g) of low-fat Greek yogurt with 1/4 cup (30g) of granola and 1 tbsp (15ml) of maple syrup",30.7,24.42,8.77,298.57
"Dinner included 150g of grilled shrimp with 200g of zucchini noodles and 2 tbsp (30ml) of pesto sauce",8.1,33.9,18.5,333.9
"For a light snack, I had 1 medium-sized peach (150g) with 1 oz (28g) of unsalted almonds",21.64,7.89,16.13,264.83
"Lunch was a Mediterranean-style plate with 100g of hummus, 50g of whole wheat pita bread, 50g of feta cheese, and 100g of mixed olives",30.5,19.5,37.5,535.5
"My evening treat was a small (125ml) glass of red wine with 1 oz (28g) of dark chocolate (70% cocoa)",15.9,3.2,12.0,187.4
"For breakfast, I had 2 slices (60g) of sourdough toast with 1/2 medium avocado (68g) and 2 slices (56g) of tomato",35.4,6.2,11.9,269.5
"My lunch consisted of a grilled vegetable panini with 2 slices (60g) of ciabatta bread, 100g of grilled vegetables, and 30g of mozzarella cheese",45.9,15.7,11.5,349.9
"As an afternoon pick-me-up, I had an iced latte made with 200ml of oat milk and a shot of espresso",11.2,3.0,3.5,88.3
"For dinner, I savored 150g of grilled lean beef steak with 100g of mashed potatoes and 100g of steamed green beans",23.1,39.9,19.7,433.9
"Before bed, I enjoyed a small handful (28g) of cashews",8.6,5.2,12.4,157.2
"My breakfast was a chia seed pudding made with 3 tbsp (30g) of chia seeds, 200ml of almond milk, and 1 tbsp (15g) of honey",24.9,7.5,11.1,228.3
"For lunch, I had a Nicoise salad with 50g of mixed greens, 100g of canned tuna, 1 hard-boiled egg (50g), 50g of green beans, and 2 tbsp (30ml) of olive oil",3.5,34.5,24.5,374.5
"My afternoon snack was 1 medium pear (178g) with 1 oz (28g) of Brie cheese",27.64,6.34,9.14,217.18
"Dinner was 150g of grilled chicken thighs with 150g of roasted Brussels sprouts and 100g of sweet potato",29.7,39.9,14.7,413.9
"As a late-night snack, I had 1 cup (245g) of plain non-fat Greek yogurt with 1 tbsp (15ml) of honey",14.9,23.0,0.5,157.1
"For breakfast, I enjoyed a veggie omelet made with 2 whole eggs (100g), 50g of spinach, 30g of mushrooms, and 1 oz (28g) of feta cheese",3.69,19.7,19.31,265.31
"My lunch was a turkey and avocado wrap with a large (50g) whole wheat tortilla, 100g of sliced turkey breast, and 1/4 medium avocado (34g)",30.5,31.5,14.5,376.5
"As a mid-afternoon snack, I had 200g of Greek yogurt with 1 tbsp (15g) of chia seeds and 100g of mixed berries",19.75,23.95,10.75,271.55
"For dinner, I prepared 180g of baked cod with 150g of roasted cauliflower and 100g of quinoa",44.7,39.9,4.7,383.9
"Before bed, I had a small (200ml) glass of warm almond milk with 1 tsp (2g) of turmeric powder",2.4,1.0,2.5,35.1
"For breakfast, I had a bowl of 50g steel-cut oats with 200ml almond milk and 1 tbsp (15g) of maple syrup",41.85,9.3,5.9,257.7
"My lunch was a turkey and avocado sandwich with 2 slices (60g) whole grain bread, 100g sliced turkey breast, and 1/4 avocado (34g)",35.9,31.5,9.5,354.9
"As an afternoon snack, I enjoyed 1 medium apple (182g) with 1 oz (28g) of almonds",25.64,7.89,16.13,280.83
"For dinner, I prepared 150g of grilled salmon with 150g of quinoa and 100g of roasted Brussels sprouts",39.75,51.9,26.1,605.5
"Before bed, I had a small (200ml) cup of chamomile tea with 1 tsp (7g) of honey",6.09,0.02,0.0,24.43
"My mid-morning boost was a protein bar (60g) and a medium banana (118g)",39.31,11.95,9.0,284.8
"Lunch consisted of a large mixed salad (200g) with 150g of grilled chicken and 2 tbsp (30ml) of olive oil-based dressing",6.0,39.0,18.5,348.5
"I treated myself to a small (50g) piece of dark chocolate (70% cocoa) after dinner",22.0,4.2,22.0,300.0
"My pre-workout fuel was 1 slice (40g) of whole grain bread with 1 tbsp (20g) of peanut butter",20.4,6.2,8.3,181.5
"Post-workout, I had a shake made with 30g of whey protein powder and 250ml of almond milk",3.75,26.25,3.75,153.75
"Breakfast was 2 large eggs (100g) with 1 slice (30g) of whole grain toast and 1 tsp (5g) of butter",15.69,15.7,13.31,245.31
"Dinner included 150g of lean beef stir-fry with 100g of brown rice and 150g of mixed vegetables",54.5,34.5,9.0,438.0
"As a light snack, I had 200g of Greek yogurt with 1 tbsp (15ml) of honey",14.9,19.8,10.0,230.8
"For lunch, I enjoyed a vegetable soup (250ml) with 1 whole wheat roll (50g)",30.5,8.5,3.5,188.5
"My afternoon pick-me-up was an espresso (30ml) with 1 tsp (4g) of sugar and 30ml of half-and-half",5.4,1.0,2.6,49.0
"For breakfast, I had a smoothie made with 200ml of kefir, 1 scoop (30g) of vanilla protein powder, and 100g of mixed berries",22.0,29.0,5.5,254.5
"My lunch was a chicken Caesar salad with 100g of grilled chicken, 50g of romaine lettuce, and 2 tbsp (30g) of Caesar dressing",2.5,31.5,16.5,288.5
"As an afternoon snack, I had 30g of mixed nuts and 1 medium orange (131g)",18.43,7.89,16.13,254.83
"For dinner, I savored 150g of grilled tofu with 100g of quinoa and 100g of roasted vegetables",39.1,23.1,10.5,343.9
"Before bed, I enjoyed a small handful (28g) of pistachios",7.7,5.8,13.0,170.5
"My breakfast consisted of 2 slices (60g) of rye bread with 2 tbsp (32g) of hummus and 50g of sliced cucumber",30.9,8.5,5.5,206.1
"For lunch, I had a tuna salad with 100g of canned tuna in water, 1 tbsp (15g) of light mayonnaise, and 50g of mixed greens",1.5,26.8,5.75,166.95
"My afternoon snack was 150g of baby carrots with 2 tbsp (30g) of hummus",12.45,3.45,4.5,102.3
"Dinner was 150g of grilled salmon with 150g of roasted Brussels sprouts and 100g of sweet potato",29.7,39.9,16.7,431.9
"As a late-night snack, I had 1 cup (245g) of low-fat cottage cheese with 1 tbsp (15ml) of sugar-free jam",14.9,28.5,2.5,196.5
"For breakfast, I enjoyed a veggie omelet made with 2 whole eggs (100g), 50g of spinach, and 30g of feta cheese",2.69,17.7,19.31,255.31
"My lunch was a turkey and avocado wrap with a large (50g) whole wheat tortilla, 100g of sliced turkey breast, and 1/4 medium avocado (34g)",30.5,31.5,14.5,376.5
"As a mid-afternoon snack, I had 200g of Greek yogurt with 1 tbsp (15g) of chia seeds and 50g of blueberries",15.75,23.95,10.75,257.55
"For dinner, I prepared 180g of baked cod with 150g of roasted cauliflower and 100g of brown rice",54.7,39.9,2.7,405.9
"Before bed, I had a small (200ml) cup of chamomile tea with 1 tsp (7g) of honey",6.09,0.02,0.0,24.43
"For lunch, I had a grilled chicken Caesar salad with 100g grilled chicken breast, 50g romaine lettuce, 20g parmesan cheese, 2 tbsp (30g) Caesar dressing, and 30g croutons",12.5,38.5,25.5,436.5
"My dinner was a hearty steak salad with 150g grilled sirloin steak, 50g mixed greens, 30g blue cheese, 50g cherry tomatoes, and 2 tbsp (30ml) balsamic vinaigrette",8.5,44.5,29.5,479.5
"I enjoyed a Cobb salad for lunch with 50g mixed greens, 50g grilled chicken, 1 hard-boiled egg (50g), 30g bacon bits, 30g blue cheese, 1/4 avocado (34g), and 2 tbsp (30ml) ranch dressing",7.5,34.5,39.5,529.5
"For dinner, I had a Greek salad with 100g mixed greens, 50g feta cheese, 50g cucumber, 50g cherry tomatoes, 30g kalamata olives, and 2 tbsp (30ml) olive oil dressing",11.5,12.5,27.5,339.5
"My lunch was a tuna Nicoise salad with 100g canned tuna, 50g mixed greens, 1 hard-boiled egg (50g), 50g green beans, 30g olives, and 2 tbsp (30ml) olive oil dressing",8.5,39.5,24.5,414.5
"I prepared a Southwest chicken salad for dinner with 100g grilled chicken, 50g mixed greens, 50g black beans, 50g corn, 1/4 avocado (34g), and 2 tbsp (30ml) cilantro-lime dressing",34.5,36.5,19.5,459.5
"For lunch, I had a spinach and strawberry salad with 100g baby spinach, 100g strawberries, 30g goat cheese, 30g pecans, and 2 tbsp (30ml) balsamic vinaigrette",21.5,9.5,24.5,339.5
"My dinner was a Asian-inspired salad with 100g grilled tofu, 50g mixed greens, 50g mandarin oranges, 30g sliced almonds, and 2 tbsp (30ml) sesame ginger dressing",24.5,18.5,22.5,369.5
"I enjoyed a Mediterranean quinoa salad for lunch with 100g cooked quinoa, 50g cucumber, 50g cherry tomatoes, 30g feta cheese, 30g kalamata olives, and 2 tbsp (30ml) lemon-herb dressing",44.5,12.5,22.5,424.5
"For dinner, I had a BBQ chicken salad with 100g grilled chicken, 50g mixed greens, 50g corn, 30g black beans, 30g shredded cheddar, and 2 tbsp (30ml) BBQ ranch dressing",29.5,36.5,24.5,479.5
"My lunch was a steak and arugula salad with 150g grilled flank steak, 50g arugula, 30g shaved parmesan, 30g sun-dried tomatoes, and 2 tbsp (30ml) balsamic glaze",9.5,44.5,24.5,439.5
"I prepared a salmon and kale salad for dinner with 150g grilled salmon, 100g kale, 50g quinoa, 30g pumpkin seeds, and 2 tbsp (30ml) lemon-tahini dressing",34.5,49.5,36.5,669.5
"For lunch, I had a Waldorf chicken salad with 100g grilled chicken, 50g mixed greens, 50g apple chunks, 30g chopped walnuts, 30g celery, and 2 tbsp (30ml) yogurt dressing",19.5,34.5,24.5,434.5
"My dinner was a Thai beef salad with 150g grilled beef strips, 50g mixed greens, 50g cucumber, 30g peanuts, and 2 tbsp (30ml) Thai chili lime dressing",9.5,44.5,29.5,479.5
"I enjoyed a roasted vegetable and chickpea salad for lunch with 100g mixed roasted vegetables, 100g chickpeas, 50g mixed greens, 30g feta cheese, and 2 tbsp (30ml) balsamic vinaigrette",39.5,14.5,22.5,414.5
"For dinner, I had a grilled ribeye steak (250g) with 200g of roasted potatoes and 100g of steamed broccoli",30.7,64.5,49.7,824.9
"My lunch was a turkey club sandwich with 3 slices (90g) whole wheat bread, 100g sliced turkey breast, 2 slices (60g) bacon, 1 slice (28g) cheddar cheese, lettuce, and tomato",45.9,46.5,24.5,589.9
"For breakfast, I enjoyed a Denver omelet made with 3 eggs (150g), 30g diced ham, 30g cheddar cheese, 30g bell peppers, and 30g onions",5.9,29.7,29.1,405.3
"My post-workout meal was 200g of grilled chicken breast with 150g of brown rice and 100g of mixed vegetables stir-fry",64.5,54.9,9.7,569.9
"For lunch, I had a beef burrito with a large (78g) flour tortilla, 150g seasoned ground beef, 50g black beans, 30g shredded cheese, lettuce, and salsa",54.7,44.5,29.5,664.3
"Dinner consisted of 200g baked salmon fillet with 150g quinoa and 150g roasted Brussels sprouts",54.7,59.9,26.7,705.9
"My breakfast was a protein-packed smoothie bowl with 1 scoop (30g) whey protein, 1 banana (118g), 200ml almond milk, 30g oats, and 15g chia seeds",54.3,34.3,11.9,459.5
"For a hearty lunch, I had 250g of beef stew with vegetables, served with a slice (40g) of crusty bread",45.7,39.5,19.7,519.3
"My dinner was a large chef's salad with 100g mixed greens, 100g grilled chicken, 2 hard-boiled eggs (100g), 50g ham, 50g cheddar cheese, and 30ml ranch dressing",9.5,74.5,44.5,739.5
"For a filling breakfast, I had 2 whole wheat waffles (60g) with 2 tbsp (32g) peanut butter and 1 medium banana (118g)",65.7,13.7,19.3,489.3
"Lunch was a tuna melt made with 1 can (142g) of tuna, 2 slices (60g) whole grain bread, 1 slice (28g) cheddar cheese, and a side salad with 50g mixed greens and 15ml olive oil dressing",30.9,47.8,23.5,529.3
"For dinner, I enjoyed 250g of grilled pork tenderloin with 200g of mashed sweet potatoes and 100g of green beans",47.7,59.5,14.7,559.3
"My post-gym snack was a protein shake made with 2 scoops (60g) whey protein, 300ml whole milk, and 1 tbsp (16g) almond butter",17.5,62.5,21.5,509.5
"For lunch, I had a Cobb salad with 100g grilled chicken, 50g bacon, 1 hard-boiled egg (50g), 1/4 avocado (34g), 50g blue cheese, 100g mixed greens, and 30ml balsamic vinaigrette",9.5,59.5,54.5,759.5
"Dinner was 200g of grilled flank steak with 150g of roasted red potatoes and 150g of grilled asparagus",35.7,54.5,24.7,584.3
"For lunch, I had a grilled chicken and vegetable salad with 100g grilled chicken breast, 100g mixed roasted vegetables (zucchini, bell peppers, onions), and 2 tbsp (30ml) balsamic vinaigrette",15.5,36.5,12.5,330.5
"My dinner was a steak and sweet potato salad with 150g grilled sirloin steak, 100g roasted sweet potato, 50g mixed greens, and 2 tbsp (30ml) honey-mustard dressing",29.5,44.5,24.5,489.5
"For lunch, I enjoyed a Caprese salad with 100g sliced tomatoes, 100g fresh mozzarella, 50g basil leaves, and 2 tbsp (30ml) balsamic glaze",12.5,18.5,22.5,329.5
"My dinner was a salmon and avocado salad with 150g grilled salmon, 1/4 avocado (34g), 50g mixed greens, and 2 tbsp (30ml) lemon-dill dressing",6.5,41.5,28.5,434.5
"For lunch, I had a quinoa and black bean salad with 100g cooked quinoa, 100g black beans, 50g corn, and 2 tbsp (30ml) cilantro-lime dressing",54.5,17.5,3.5,319.5
"My dinner was a Thai chicken salad with 100g grilled chicken, 50g shredded carrots, 50g cucumber, 30g peanuts, and 2 tbsp (30ml) peanut sauce",24.5,33.5,24.5,444.5
"For lunch, I enjoyed a Greek lentil salad with 100g cooked lentils, 50g cucumber, 50g cherry tomatoes, 30g feta cheese, and 2 tbsp (30ml) lemon-herb dressing",39.5,14.5,8.5,299.5
"My dinner was a chicken and pear salad with 100g grilled chicken breast, 50g mixed greens, 50g sliced pear, 30g walnuts, and 2 tbsp (30ml) balsamic vinaigrette",19.5,35.5,17.5,379.5
"For lunch, I had a roasted beet and goat cheese salad with 100g roasted beets, 50g mixed greens, 30g goat cheese, 30g pecans, and 2 tbsp (30ml) balsamic vinaigrette",24.5,8.5,24.5,344.5
"My dinner was a steak and spinach salad with 150g grilled sirloin steak, 100g spinach, 30g blue cheese, and 2 tbsp (30ml) red wine vinaigrette",8.5,44.5,24.5,429.5
"For lunch, I enjoyed a shrimp and grapefruit salad with 150g grilled shrimp, 50g mixed greens, 50g grapefruit segments, 30g avocado, and 2 tbsp (30ml) lime vinaigrette",15.5,33.5,28.5,444.5
"My dinner was a tofu and vegetable noodle salad with 100g grilled tofu, 100g mixed vegetables (carrots, bell peppers, cucumber), 50g rice noodles, and 2 tbsp (30ml) sesame ginger dressing",39.5,18.5,12.5,354.5
"For lunch, I had a chickpea and avocado salad with 100g chickpeas, 1/4 avocado (34g), 50g mixed greens, and 2 tbsp (30ml) lemon-tahini dressing",29.5,10.5,24.5,379.5
"My dinner was a salmon and kale Caesar salad with 150g grilled salmon, 100g kale, 30g parmesan cheese, and 2 tbsp (30ml) Caesar dressing",7.5,41.5,29.5,459.5
"For lunch, I enjoyed a chicken and blackberry salad with 100g grilled chicken, 50g mixed greens, 50g blackberries, 30g almonds, and 2 tbsp (30ml) balsamic vinaigrette",18.5,35.5,19.5,394.5
"My dinner was a steak and arugula salad with 150g grilled flank steak, 100g arugula, 30g shaved parmesan, and 2 tbsp (30ml) balsamic glaze",9.5,44.5,24.5,439.5
"For lunch, I had a roasted butternut squash and quinoa salad with 100g roasted butternut squash, 100g cooked quinoa, 50g spinach, 30g pumpkin seeds, and 2 tbsp (30ml) maple- Dijon vinaigrette",44.5,10.5,18.5,384.5
"My dinner was a shrimp and mango salad with 150g grilled shrimp, 50g mixed greens, 50g diced mango, 30g avocado, and 2 tbsp (30ml) lime vinaigrette",19.5,32.5,29.5,454.5
"For lunch, I enjoyed a chicken and farro salad with 100g grilled chicken, 100g cooked farro, 50g cherry tomatoes, 30g feta cheese, and 2 tbsp (30ml) lemon-herb dressing",34.5,35.5,9.5,379.5
"My dinner was a steak and mixed green salad with 150g grilled steak, 100g mixed greens, 30g blue cheese, and 2 tbsp (30ml) red wine vinaigrette",8.5,44.5,24.5,429.5
"For lunch, I had a tuna and white bean salad with 100g canned tuna, 100g cannellini beans, 50g mixed greens, and 2 tbsp (30ml) lemon-dill dressing",24.5,29.5,8.5,309.5
"My dinner was a turkey and cranberry salad with 100g grilled turkey breast, 50g mixed greens, 30g dried cranberries, 30g walnuts, and 2 tbsp (30ml) balsamic vinaigrette",22.5,34.5,19.5,404.5
"For lunch, I enjoyed a Cobb salad with 100g grilled chicken, 50g bacon, 1 hard-boiled egg, 1/4 avocado, 50g blue cheese, and 30ml ranch dressing",6.0,50.0,49.0,680.0
"My dinner was a Mediterranean quinoa bowl with 100g cooked quinoa, 50g cucumber, 50g cherry tomatoes, 30g feta cheese, 30g kalamata olives, and 2 tbsp (30ml) lemon-herb dressing",44.5,12.5,22.5,424.5
"For lunch, I had a grilled salmon salad with mixed greens, tomatoes, cucumbers, and a lemon vinaigrette",10,40,25,420
"My afternoon snack was a small (56g) bag of popcorn", 28.0, 3.0, 7.0, 190.0
"I enjoyed a handful (30g) of almonds and a small (69g) kiwi for a snack", 16.5, 7.0, 15.0, 230.0
"My afternoon snack was a rice cake (9g) with 1 tbsp (16g) of peanut butter", 8.4, 4.0, 8.5, 125.0
"I enjoyed 100g of baby carrots and 2 tbsp (30g) of hummus for a snack", 12.5, 3.5, 4.5, 105.0
"My pre-dinner snack was a small (49g) cheese stick", 1.0, 6.0, 5.0, 75.0
"I enjoyed a small (170g) container of fruit-flavored yogurt for a snack", 30.0, 5.0, 2.0, 160.0
"My afternoon snack was a hard-boiled egg (50g) and a small (15g) apple", 8.5, 6.5, 5.0, 110.0
"I enjoyed a few (30g) slices of salami and a small (28g) serving of cheddar cheese as a snack", 1.0, 11.0, 15.0, 185.0
"My afternoon snack was a small (20g) handful of raisins and 10 (15g) walnut halves", 16.0, 2.0, 9.0, 150.0
"I enjoyed a small (14g) serving of trail mix and a few (15g) pretzel sticks for a snack", 15.0, 2.5, 6.0, 125.0
"My snack was a few (30g) slices of deli ham", 0.0, 10.0, 2.0, 60.0
"I enjoyed a small (30g) protein cookie", 15.0, 5.0, 8.0, 150.0
"My afternoon snack was a small (28g) bag of potato chips", 15.0, 2.0, 10.0, 160.0
"I enjoyed a small (25g) serving of dry roasted edamame for a snack", 5.0, 12.0, 4.0, 110.0
"My snack was 15 (21g) goldfish crackers and a small (28g) piece of mozzarella cheese", 12.0, 4.0, 6.0, 120.0
"I enjoyed a small (150g) bowl of sugar-free gelatin with 1 tbsp (15ml) of whipped cream", 5.0, 2.0, 1.0, 40.0
